א,"unkn0102-1, jeru0492-5, jord0001-419",א,X,w-א,UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
השורה,"masa0452-2, masa0449-2, masa0451-2, masa0450-2",שׁוּרָה,NOUN,w-השורה,1-PreLets PRE_DEFINITEARTICLE NOUN FEMININE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,y,row,,,,,
השמים,"jord0001-134, jord0001-361",שָּׁמַיִם,NOUN,w-השמים,1-PreLets PRE_DEFINITEARTICLE ADJECTIVE MASCULINE PLURAL ABSOLUTE UNSPECIFIED,,,,,,,,,,,,,,,,,y,heavens,,,,,,,,,,,y,heavens,,,
השני,jord0001-185,שְׁנַיִם,X,w-השני,1-PreLets PRE_DEFINITEARTICLE NUMBER MASCULINE SINGULAR ABSOLUTE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
השרין,jord0001-413,שַׂר,NOUN,w-השרין,Aramaic 1-PreLets PRE_DEFINITEARTICLE ADJECTIVE FEMININE PLURAL ABSOLUTE UNSPECIFIED,,,,,,,,y,"military, government",prince,,,,,,,,,,,,,,,,,,,,,,,
התקעה,jeru0309-2,תְּקִיעָה,NOUN,w-התקעה,1-PreLets PRE_RELATIVIZER_SUBORDINATING PARTICIPLE FEMININE SINGULAR PERSON_3 ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,y,place of trumpeting,,,,,,,,,,,y,place of trumpeting,,,
ו,unkn0102-6,,,w-ו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וי,jord0001-201,,,w-וי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואגדה,,נגד,VERB,w-ואגדה,1-PreLets PRE_CONJUNCTION NOUN FEMININE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואגיד,jord0001-107,נגד,VERB,w-ואגיד,2-PreLets PRE_CONJUNCTION PRE_PREPOSITIONAL PRE_DEFSTATUS_NOTDEFINITE NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואטיון,beth0237-17,אטיון,PROPN,w-ואטיון,,,,y,f,Jewish,Ation,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואינן,masa0449-6,אֵין,COP,w-ואינן,1-PreLets PRE_CONJUNCTION COPULA MASCULINE PLURAL PERSON_3 PRESENT UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואלוף,,אַלּוּף,NOUN,w-ואלוף,2-PreLets PRE_CONJUNCTION PRE_PREPOSITIONAL PRE_DEFSTATUS_NOTDEFINITE NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,y,"military, government",chief,,,,,,,,,,,,,,,,,,,,,,,
ואלעזר,jeru0303-16,אֶלְעָזָר,PROPN,w-ואלעזר,1-PreLets PRE_CONJUNCTION PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Eleazar,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואמ,,,,w-ואמ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואני,jord0001-131,אֲנִי,PRON,w-ואני,1-PreLets PRE_CONJUNCTION PRONOUN MASCULINEFEMININE SINGULAR PERSON_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואנן,masa0451-5,אֵין,COP,w-ואנן,1-PreLets PRE_CONJUNCTION PRONOUN MASCULINEFEMININE PLURAL PERSON_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואסק,jeru0492-20,נסק,VERB,w-ואסק,1-PreLets PRE_CONJUNCTION VERB MASCULINE SINGULAR PERSON_1 FUTURE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואראה,,רָאָה,VERB,w-ואראה,1-PreLets PRE_CONJUNCTION VERB MASCULINEFEMININE SINGULAR PERSON_1 FUTURE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואשתו,jeru0528-2,אִשָּׁה,NOUN,w-ואשתו,1-PreLets PRE_CONJUNCTION NOUN FEMININE SINGULAR ABSOLUTE UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_POSSESSIVE SUF_MASCULINE SUF_SINGULAR SUF_PERSON_3,,,,,,,,,,,,,,,y,wife,,,,,,,,,,,,,,,,,
ואת,"qumr0001-17, jord0001-362, jord0001-135, qumr0001-29",אֶת,CONJ,w-ואת,1-PreLets PRE_CONJUNCTION AT_PREP UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ובידו,,יָד,NOUN,w-ובידו,[none provided],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,body part,hand
וברוכין,huqo0001-1,בָּרוּךְ,ADJ,w-וברוכין,[none provided],,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,blessed,,,
ובריה,"masa0507-2, masa0506-2, masa0504-1",בַּר,NOUN,w-ובריה,[none provided],,,,,,,,,,,,,,,y,son,,,,,,,,,,,,,,,,,
וגלא,jeru0492-18,גָּלֵא,VERB,w-וגלא,1-PreLets NONSTANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,exile,,,
ודה,,,,w-ודה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וה,jord0001-427,,,w-וה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
והאתאנים,,,,w-והאתאנים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
והו,,,,w-והו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
והחיצונית,beth0239-4,חִיצוֹנִי,ADJ,w-והחיצונית,2-PreLets PRE_CONJUNCTION PRE_DEFINITEARTICLE ADJECTIVE FEMININE SINGULAR ABSOLUTE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,y,outer coffin,,,,,
והנפש,jeru0303-3,נֶפֶשׁ,NOUN,w-והנפש,2-PreLets PRE_CONJUNCTION PRE_DEFINITEARTICLE NOUN FEMININE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,y,tomb,,,,,,,,,y,"tomb, soul",y,soul,,,
והשבין,jord0001-68,שָׁב,ADJ,w-והשבין,2-PreLets PRE_CONJUNCTION PRE_DEFINITEARTICLE ADJECTIVE MASCULINE PLURAL ABSOLUTE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וח,,,,w-וח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וטפחים,"masa0585-6, masa0585-3",טֶפַח,NOUN,w-וטפחים,1-PreLets PRE_CONJUNCTION NOUN MASCULINE PLURAL ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,y,"handbreadth, tefach",,,,,,,
וכולאילנ,,,,w-וכולאילנ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וכרי,,,,w-וכרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ולכול,jord0001-157,כֹּל,ADJ,w-ולכול,1-PreLets PRE_CONJUNCTION NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ום,,,,w-ום,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ומחר,,מָחָר,ADV,w-ומחר,ADV,,,,,,,,,,,,,,,,,,,,y,tomorrow,,,,,,,,,,,,
ומירים,beth0251-2,מִרְיָם,PROPN,w-ומירים,1-PreLets PRE_CONJUNCTION PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,f,Jewish,Miriam,,,,,,,,,,,,,,,,,,,,,,,,,,,
ומעשות,ahma0001-5,עשה,VERB,w-ומעשות,1-PreLets PRE_CONJUNCTION NOUN FEMININE PLURAL ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ון,,,,w-ון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ונ,,,,w-ונ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ועל,mger0150-7,עַל,,w-ועל,1-PreLets PRE_CONJUNCTION PREPOSITION UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ועצמותיכם,,עֶצֶם,NOUN,w-ועצמותיכם,1-PreLets PRE_CONJUNCTION NOUN MASCULINEFEMININE PLURAL ABSOLUTE UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_POSSESSIVE SUF_MASCULINE SUF_PLURAL SUF_PERSON_2,,,,,,,,,,,,,,,,,,,,,,,,,,,y,bone,,,,,
ופרוטין,"masa0450-6, masa0452-4",פְּרוּטְתָּא,NOUN,w-ופרוטין,Aramaic 1-PreLets PRE_CONJUNCTION NOUN FEMININE PLURAL ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ופרנשו,hali0001-2,פַּרְנָס,NOUN,w-ופרנשו,1-PreLets PRE_CONJUNCTION NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_POSSESSIVE UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,y,government,administrator,,,,,,,,,,,,,,,,,,,,,,,
וקברתה,jeru0492-25,קֶבֶר,NOUN,w-וקברתה,1-PreLets PRE_CONJUNCTION NOUN FEMININE SINGULAR ABSOLUTE UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_POSSESSIVE SUF_FEMININE SUF_SINGULAR SUF_PERSON_3,,,,,,,,,,,,,,,,,y,tomb,,,,,,,,,,,,,,,
ור,,,,w-ור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וראיתם,jeru0327-1,ראה,VERB,w-וראיתם,1-PreLets PRE_CONJUNCTION VERB MASCULINE PLURAL PERSON_2 PAST UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ורח,,,,w-ורח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וש,,,,w-וש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ושלום,"jeru0532-2, jeru0533-2, jaff0054-10",שָׁלוֹם,NOUN,w-ושלום,1-PreLets PRE_CONJUNCTION NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,peace,,,
ושמעיה,jeru0451-2,שְׁמַעְיָה,PROPN,w-ושמעיה,1-PreLets PRE_CONJUNCTION PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Shamayah,,,,,,,,,,,,,,,,,,,,,,,,,,,
ושערי,jord0001-150,שַׁעַר,NOUN,w-ושערי,1-PreLets PRE_CONJUNCTION NOUN FEMININE PLURAL ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,y,gate,,,,,,,,,,y,gate,,,,
ושש,jeru0327-2,שׂוּשׂ,VERB,w-ושש,1-PreLets PRE_CONJUNCTION NUMBER FEMININE PLURAL ABSOLUTECONSTRUCT UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וששה,beth0237-30,שִׁשָּׁה,X,w-וששה,1-PreLets PRE_CONJUNCTION NUMBER MASCULINE PLURAL ABSOLUTE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ושתי,masa0585-4,שְׁנַיִם,X,w-ושתי,1-PreLets PRE_CONJUNCTION NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ושתים,beth0237-15,שְׁנַיִם,X,w-ושתים,1-PreLets PRE_CONJUNCTION NUMBER FEMININE DUAL ABSOLUTECONSTRUCT UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ות,,,,w-ות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ז,unkn0102-7,ז,,w-ז,NUMBER UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זבדיה,jeru0371-1,זְבַדְיָה,PROPN,w-זבדיה,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Zebediah,,,,,,,,,,,,,,,,,,,,,,,,,,,
זבנ,,,,w-זבנ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זה,"dabb0006-1, jeru0303-1, beth0228-1, beth0248-1, jaff0054-1, beth0227-1",זֶה,PRON,w-זה,PRONOUN MASCULINE SINGULAR PERSON_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זו,"beth0246-1, jord0001-178, beth0245-1, beth0250-1",זֶה,PRON,w-זו,PRONOUN FEMININE SINGULAR PERSON_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זוא,beth0244-1,זֶה,PRON,w-זוא,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זי,mger0037-1,זֶה,PRON,w-זי,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכר,"beth0247-8, beth0248-15",זֵכֶר,NOUN,w-זכר,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,memory,,,
זכריה,"erra0001-3, masa0418-1, masa0477-1",זְכַרְיָה,PROPN,w-זכריה,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זקי,,,,w-זקי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זר,,,,w-זר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ח,unkn0102-8,ח,,w-ח,NUMBER UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חתומפותביות,,,,w-חתומפותביות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חביב,,חָבִיב,ADJ,w-חביב,[none provided],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חדד,masa0469-3,חֲדַד,PROPN,w-חדד,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Hadad,,,,,,,,,,,,,,,,,,,,,,,,,,,
חודשים,beth0237-31,חֹדֶשׁ,NOUN,w-חודשים,NOUN MASCULINE PLURAL ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,y,month,,,,,,,,,,,,
חוני,masa0433-1,חוֹנִי,PROPN,w-חוני,VERB MASCULINE SINGULAR PERSON_ANY PRESENT UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_ACCUSATIVE SUF_MASCULINEFEMININE SUF_SINGULAR SUF_PERSON_1,,,y,m,Jewish,Honi,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוניה,masa0505-1,חוניה,PROPN,w-חוניה,VERB MASCULINE PLURAL PERSON_ANY PRESENT UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_ACCUSATIVE SUF_FEMININE SUF_SINGULAR SUF_PERSON_3,,,y,m,Jewish,Onias,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוקותיו,ahma0001-4,חֹק,NOUN,w-חוקותיו,NOUN FEMININE PLURAL ABSOLUTE UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_POSSESSIVE SUF_MASCULINE SUF_SINGULAR SUF_PERSON_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,law,,,
חזיר,jeru0303-21,חֵזִיר,PROPN,w-חזיר,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Hezir,,y,religious,priest of the sons of Hezir,,,,,,,,,,,,,,,,,,,y,priest of the sons of Hezir,,,
חזקיה,masa0385-1,חִזְקִיָּה,PROPN,w-חזקיה,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Hezekiah,,,,,,,,,,,,,,,,,,,,,,,,,,,
חזקין,masa0386-1,חזקין,PROPN,w-חזקין,NOUN MASCULINE PLURAL ABSOLUTE UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Hezekiah,,,,,,,,,,,,,,,,,,,,,,,,,,,
חזרעטיה,,,,w-חזרעטיה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חכלה,masa0407-2,חכלה,PROPN,w-חכלה,PROPERNAME MASCULINE SINGULAR UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Hacaliah,,,,,,,,,,,,,,,,,,,,,,,,,,,
חמשה,jord0001-172,חֲמִשָּׁה,X,w-חמשה,NUMBER MASCULINE PLURAL ABSOLUTE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חנארו,,,,w-חנארו,PROPERNAME MASCULINE SINGULAR UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חנה,"akld0012-1, akld0011-1",חַנָּה,PROPN,w-חנה,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,f,Jewish,Hannah,,,,,,,,,,,,,,,,,,,,,,,,,,,
חנטי,,חִנְטָא,NOUN,w-חנטי,VERB MASCULINE PLURAL PERSON_3 PRESENT UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,y,wheat,,,,,
חני,"masa0406-2, qumr0001-36, qumr0001-6",חַנִּי,PROPN,w-חני,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Hananiah,,,,,,,,,,,,,,,,,,,,,,,,,,,
חניה,"jeru0303-6, jeru0303-18",חניה,PROPN,w-חניה,NOUN FEMININE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Haniah,,,,,,,,,,,,,,,,,,,,,,,,,,,
חנין,jeru0348-1,חָנֲין,PROPN,w-חנין,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Hanin,,,,,,,,,,,,,,,,,,,,,,,,,,,
חנינא,masa0488-1,חֲנִינָא,PROPN,w-חנינא,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Hananiah,,,,,,,,,,,,,,,,,,,,,,,,,,,
חנן,"jeru0357-2, jeru0357-14, jeru0357-19",חָנָן,PROPN,w-חנן,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Hanan,,,,,,,,,,,,,,,,,,,,,,,,,,,
חננ,,חֲנַנְיָה,PROPN,w-חננ,PROPERNAME MASCULINE SINGULAR UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Hananiah,,,,,,,,,,,,,,,,,,,,,,,,,,,
חנניה,"jeru0486-1, jeru0531-1, masa0392-1, jeru0532-1, jaff0057-1, shap0003-4, jeru0375-1, jeru0397-3, jeru0381-1, jeru0533-1, shap0003-1, shap0002-1, masa0486-1, shap0002-4",חֲנַנְיָה,PROPN,w-חנניה,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Hananiah,,,,,,,,,,,,,,,,,,,,,,,,,,,
חסד,"jord0001-368, jord0001-371",חֶסֶד,NOUN,w-חסד,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,mercy,,,
חת,,,,w-חת,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ט,unkn0102-9,ט,,w-ט,NUMBER UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
טבחי,,טֶֽבַח,NOUN,w-טבחי,NOUN MASCULINE PLURAL ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,"slaughter, sacrifice",,,
טבלה,beth0229-1,טַבְלָה,NOUN,w-טבלה,NOUN FEMININE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
טבת,tibe0009-2,טֵבֵת,PROPN,w-טבת,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,y,"month, season",Hebrew,,,,,,,,,,,
טהור,masa0456-1,טָהוֹר,ADJ,w-טהור,ADJECTIVE MASCULINE SINGULAR ABSOLUTE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,
טהר,,טהר,VERB,w-טהר,VERB MASCULINE SINGULAR PERSON_3 PAST UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,pure,,,
טובי,masa0409-1,טובי,PROPN,w-טובי,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_POSSESSIVE SUF_MASCULINEFEMININE SUF_SINGULAR SUF_PERSON_1,,,y,m,Jewish,Tobias,,,,,,,,,,,,,,,,,,,,,,,,,,,
טוהר,masa0457-2,טהר,VERB,w-טוהר,VERB MASCULINE SINGULAR PERSON_3 PAST PASSIVE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,pure,,,
טחין,,,NOUN,w-טחין,[none provided],,,,,,,,,,,,,,,,,,,,,,,,,,,y,"wheat, barley",,,,,
טיבו,masa0400-2,טיבו,PROPN,w-טיבו,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_POSSESSIVE SUF_MASCULINE SUF_SINGULAR SUF_PERSON_3,,,y,m,Jewish,Tobias,,,,,,,,,,,,,,,,,,,,,,,,,,,
טלה,tibe0001-1,טָלֶה,PROPN,w-טלה,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,Zodiac sign,Aries
י,"masa0546-1, jeru0492-22, unkn0102-10",י,,w-י,NUMBER UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יא,,,,w-יא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יאמר,jord0001-220,אמר,VERB,w-יאמר,VERB MASCULINE SINGULAR PERSON_3 FUTURE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יב,,,,w-יב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יד,,,,w-יד,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יה,jeru0364-1,יָהּ,PROPN,w-יה,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,y,Yah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהא,huqo0001-10,היה,VERB,w-יהא,COPULA MASCULINE SINGULAR PERSON_3 FUTURE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהו,,,,w-יהו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהוא,masa0398-1,יהוא,PROPN,w-יהוא,,,,y,m,Jewish,Yehu,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהוד,thar0001-2,יְהוּד,PROPN,w-יהוד,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,y,Judaea,,https://pleiades.stoa.org/places/981527,,,,,,,,,,,,,
יהודה,"beth0237-21, jeru0462-1, masa0547-2, jeru0017-3, masa0493-1, masa0471-1, jeru0390-4, masa0490-1, jeru0391-1, masa0492-1, jeru0397-1, beth0256-1, masa0351-1, beth0265-1, jeru0017-6, jeru0385-1, masa0489-1, jeru0303-8, masa0491-1, beth0249-1, jeru0384-1",יְהוּדָה,PROPN,w-יהודה,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Judah,,,,,,,,,,,y,Judaea,,https://pleiades.stoa.org/places/981527,,,,,,,,,,,,,
יהוה,"jord0001-238, jord0001-274, jord0001-97, jord0001-280, jord0001-139, jord0001-36, jord0001-123, jord0001-358, jord0001-51, jord0001-436, jord0001-84, jord0001-163, jord0001-335, jord0001-221",יהוה,PROPN,w-יהוה,NONSTANDARD,y,Yehovah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהוחנה,,יְהוֹחָנָה,PROPN,w-יהוחנה,PROPERNAME MASCULINE SINGULAR UNSPECIFIED UNSPECIFIED,,,y,f,Jewish,Yehohanah,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהוחנן,"masa0417-1, jeru0414-3, masa0397-1, masa0341-1, masa0302-1, masa0412-1, masa0395-2, masa0313-1, jeru0413-1, isaw0001-1, jeru0416-1, masa0484-1, masa0396-1, masa0485-2, masa0329-1",יְהוֹחָנָן,PROPN,w-יהוחנן,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Yehohanan,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהונתן,"jeru0457-2, jeru0486-3",יְהוֹנָתָן,PROPN,w-יהונתן,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Jonathan,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהוסף,"jeru0417-1, jeru0413-3, masa0497-1, jeru0465-1, jeru0414-1, masa0495-1, masa0395-1, qumr0002-5, masa0496-1, mtsc0001-1, masa0463-3, jeru0326-1, masa0474-1, anna0003-3, jeru0449-14, jeru0418-1, masa0470-1, masa0494-1",יְהוֹסֵף,PROPN,w-יהוסף,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהוספ,,יְהוֹסֵף,PROPN,w-יהוספ,[none provided],,,y,m,Jewish,Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהועזר,"jeru0456-3, jeru0456-1",יהועזר,PROPN,w-יהועזר,MODAL MASCULINE SINGULAR PERSON_ANY PRESENT,,,y,m,Jewish,Yoezer,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהושוע,"beth0246-9, jaff0054-7, beth0247-7, beth0238-2",יְהוֹשׁוּעַ,PROPN,w-יהושוע,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Joshua,,,,,,,,,,,,,,,,,,,,,,,,,,,
